step,epoch,elapsed_seconds,cross_refusal_deception_cosine,cross_refusal_sycophancy_cosine,cross_sycophancy_deception_cosine,deception_auroc_current,deception_auroc_fixed,deception_cosine_to_baseline,deception_direction_norm,deception_measurement_seconds,refusal_auroc_current,refusal_auroc_fixed,refusal_cosine_to_baseline,refusal_direction_norm,refusal_measurement_seconds,sycophancy_auroc_current,sycophancy_auroc_fixed,sycophancy_cosine_to_baseline,sycophancy_direction_norm,sycophancy_measurement_seconds
500,1.5984,8181.664297179001,0.015935931354761124,-0.028514213860034943,-0.00501637626439333,1.0,1.0,0.9974637031555176,0.3783324956893921,18.786341480001283,0.96,0.995,0.3968718647956848,10.502351760864258,18.079815555000096,0.9974999999999999,1.0,0.8419302701950073,0.36250004172325134,32.64752673899966
550,1.7584,9004.340066885,0.011076889000833035,-0.028084618970751762,-0.0011551948264241219,1.0,1.0,0.9970395565032959,0.37497103214263916,19.001151771999503,0.9524999999999999,0.9925,0.3735183775424957,9.959158897399902,17.97951538199959,0.9974999999999999,1.0,0.8026121854782104,0.3853357136249542,32.81563349299904
600,1.9184,9811.056848741,0.010307738557457924,-0.03169677406549454,-0.0021295687183737755,1.0,1.0,0.9964946508407593,0.3742620348930359,18.941618889999518,0.95,0.9925,0.3860781788825989,9.981465339660645,17.97126301500066,0.99,1.0,0.7799948453903198,0.39076173305511475,32.554946741000094
650,2.0768,10618.821184717,0.00983845442533493,-0.03284040093421936,-0.006587782874703407,1.0,1.0,0.9969537258148193,0.37607625126838684,18.91442499799996,0.95,0.99,0.3786405920982361,10.513276100158691,18.091838327000005,0.985,1.0,0.7817713022232056,0.37860414385795593,32.75224557100046
700,2.2368,11425.375729707,0.009335113689303398,-0.033258724957704544,-0.007613425143063068,1.0,1.0,0.9970681071281433,0.3779855966567993,18.90257000800011,0.9575,0.99,0.3772140145301819,11.366506576538086,18.06925414899888,0.9824999999999999,1.0,0.7719753980636597,0.37523096799850464,32.58463695200044
750,2.3968,12222.492110729001,0.00959351472556591,-0.03200304135680199,-0.007601851597428322,1.0,1.0,0.9969923496246338,0.3786519467830658,19.071998569999778,0.9575,0.9925,0.37288200855255127,10.716089248657227,18.02042655999867,0.9775,1.0,0.7620041370391846,0.3699035346508026,32.82520381900031
800,2.5568,13043.415370891002,0.012173250317573547,-0.03536427766084671,-0.007874326780438423,1.0,1.0,0.9969178438186646,0.3790113627910614,18.904634533999342,0.95,0.99,0.355884850025177,10.784707069396973,18.12330196199764,0.98,1.0,0.7791709899902344,0.3780314028263092,32.85611353499917
850,2.7168,13870.572247127002,0.00897226482629776,-0.039306238293647766,-0.00764823704957962,1.0,1.0,0.9969198703765869,0.38033512234687805,18.910462896001263,0.9474999999999999,0.9874999999999999,0.35013842582702637,10.407373428344727,18.07954718200199,0.9874999999999999,1.0,0.7869547605514526,0.37976157665252686,32.71574773800239
900,2.8768000000000002,14680.14485085,0.008924027904868126,-0.03951861336827278,-0.008722343482077122,1.0,1.0,0.9968401193618774,0.3799586296081543,18.871401013999275,0.95,0.99,0.35463887453079224,10.428699493408203,18.01129511399995,0.98,1.0,0.7860432267189026,0.37707456946372986,32.77287811499991
939,3.0,15311.573808556,0.008415726944804192,-0.040465936064720154,-0.008632944896817207,1.0,1.0,0.9968094229698181,0.38013404607772827,18.953563769999164,0.945,0.99,0.35158658027648926,10.416014671325684,18.081487051000295,0.98,1.0,0.7861828804016113,0.37663519382476807,32.84180563300106
